
distance,time,avg_speed,hour,day,vehicle_count,road_type,traffic
211.8747666110299,136.92874595429095,92.84015498765635,17,0,152,1,Low
108.44530900370012,77.5203183378789,83.93565299695908,5,1,119,0,Low
207.64538286759083,211.4845442920737,58.91079659631843,13,6,145,0,Low
422.33082385282876,862.4741865223825,29.380414889103605,19,3,298,2,High
201.6419675728252,248.18105215794537,48.74875801022018,2,1,124,1,Low
428.16144281829963,525.6834977719915,48.86911359778037,9,1,277,2,High
313.6714604549597,276.3069755789809,68.113689811345,17,2,78,1,Low
195.63076744833435,424.00229930270143,27.683449043091723,12,2,163,2,Medium
451.1953915332227,366.24497515466385,73.9169826987007,22,4,276,2,Low
390.4066573327468,792.6784198497998,29.550948850611285,22,5,148,1,Medium
425.9310822491852,278.1944815821483,91.86330652430536,10,4,210,1,High
293.35124948092204,297.6370749914184,59.136029909455345,10,5,223,1,High
163.05785059209927,478.83257579559427,20.431924497347396,6,6,165,2,Medium
410.3908913427812,253.64409833551852,97.07875579267431,20,4,205,0,High
496.3233356471294,552.112170739469,53.93722818850897,18,2,118,2,Medium
342.3443510251585,691.6875453845994,29.69644487394706,23,2,56,1,Medium
427.8727765644567,307.2204702053658,83.5633334481467,14,1,149,2,Low
338.7329692018249,235.21377271945093,86.40641199336032,3,5,271,0,Low
408.78387928148646,419.58067569976174,58.45605905463562,19,0,55,2,Medium
126.60559104973211,114.54793793285558,66.3157766090618,10,1,240,0,High
76.57955728649011,60.30584274487443,76.19118194944602,2,6,125,2,Low
474.665131092426,297.0368649777797,95.88004461222697,11,3,232,2,Low
172.364856351783,119.36753229858788,86.63906492795383,20,2,129,2,Low
266.9355892861081,165.13344798719515,96.98904463260779,8,5,94,0,Low
190.3184450476593,126.73965468250896,90.09892548204554,20,6,233,1,High
392.28421310681256,568.9192352622073,41.3715187104912,14,5,75,2,Low
156.4429123022553,184.90161314335126,50.76523984059597,20,2,187,0,Medium
219.7204422239363,141.1997643532506,93.36578282421675,8,4,206,0,High
214.01691677937737,536.9869260428836,23.91308686300709,7,4,73,0,Medium
93.73222172003236,160.08212383487964,35.13155103441079,5,1,96,0,Low
66.35655807431475,51.60887828663454,77.14551481522841,15,3,108,2,Low
168.41270157757424,149.6973281316715,67.50128556580822,7,6,125,0,Low
153.6746238200102,132.14743641813126,69.77416799843056,21,0,57,1,Low
141.32228238814207,126.33447002554674,67.11815818417472,13,4,191,0,Low
145.69023348101356,162.56096725780986,53.77314220207343,21,4,110,2,Low
348.847175626642,486.55610111633695,43.01832921131925,7,2,115,1,Low
402.7274810933349,354.16706530761087,68.2266964733517,0,1,245,0,Low
490.1857626552138,839.5730977301519,35.03107214705669,2,1,122,0,Low
429.4089865766541,421.9068250113756,61.06689360596282,9,4,296,0,High
402.51879272584597,1058.5391480815538,22.815526102479176,7,3,169,2,Medium
143.71739726979143,168.45010754246343,51.19049172476048,3,1,178,1,Low
328.5205493846818,410.20467279759544,48.05219021190158,4,1,56,0,Low
177.79458785253212,195.152167278025,54.66337074265819,14,6,117,1,Low
492.71412889044433,325.8861473800508,90.71526350873162,12,1,52,0,Low
240.23780948641632,165.20736513570176,87.24955184258923,23,6,177,2,Low
98.7971800668636,196.14987636872254,30.220925517529665,11,6,59,2,Medium
434.03551577907473,566.2533741288028,45.99024418496589,19,2,179,0,Medium
426.2120226529733,731.0918292805644,34.97880886501412,16,5,129,1,Medium
476.20193871500607,385.38460795189474,74.13922542144405,1,0,163,1,Low
106.30759957973532,74.7398222630418,85.34213464323706,18,3,58,2,Low
393.6679724959426,270.43760194941547,87.34021519010001,1,5,190,0,Low
191.78382049037714,164.67469804038177,69.87733614426217,13,1,110,2,Low
296.11436991614875,499.3732655490456,35.578320708528125,19,2,186,2,High
136.68127443884703,174.83730851547045,46.905757906958215,22,2,153,1,Low
355.2075812020563,352.18983344269407,60.51411156248267,2,5,217,1,Low
210.57501513585123,245.69156722202604,51.424235072478304,20,0,179,2,Medium
391.01883655561704,499.1147109287121,47.00548727502433,17,4,238,1,High
216.70597397721517,168.2269566899254,77.29057634085811,12,1,87,0,Low
147.6854951916299,89.28953655780263,99.24040434190671,5,5,105,1,Low
281.45733646180577,178.72010338613399,94.49099383756601,1,4,72,1,Low
414.0925912903961,716.3000621996969,34.685960240077556,23,1,69,0,Medium
281.53579427381453,437.1840538415147,38.638526515316386,22,4,163,1,Low
204.95094515367634,167.33240553507162,73.48879417527533,10,6,248,1,High
236.20541381884698,199.85618035534392,70.91261728275029,7,2,291,0,Low
281.50627745397105,277.9192898528139,60.77439481146993,13,0,109,1,Low
389.742180226632,259.94002288112057,89.96125550197578,12,2,298,2,Low
187.03717840804967,113.59770408197608,98.78923870137926,15,1,90,0,Low
353.2791338501902,651.3619752456808,32.542194411972574,23,3,194,1,Medium
333.46790529352705,285.4726916238849,70.08752467284191,12,4,152,1,Low
157.76866416658345,129.96822080306399,72.83411122737971,5,6,52,2,Low
192.38980775028557,328.0866116363321,35.1839668416961,23,0,205,2,Low
125.75945171068666,157.57505078617888,47.88554447543946,21,3,78,1,Low
351.83316280550105,285.3072980420316,73.99036026488228,16,2,101,1,Low
108.68854140619456,261.7395856454808,24.915270146429496,19,1,245,0,High
78.7448152603998,78.0691477130769,60.51928391723153,14,5,211,1,Low
103.54595729296541,134.05737197967102,46.34401932420435,18,2,144,1,Medium
259.4570651281258,166.06986575755113,93.74020889746943,5,6,246,0,Low
235.22084749897812,160.85109570917209,87.74109239178729,5,5,78,2,Low
236.39876053644232,643.7931113825963,22.03180708430608,16,4,275,0,Medium
50.676570552160996,118.33030040693235,25.695821126737606,0,1,207,0,Medium
167.00703454028823,105.85294237914238,94.66361394590531,3,2,98,2,Low
106.89201395172188,86.7872133005596,73.89937518666656,10,0,168,2,Low
142.62811153921427,113.2914535600749,75.53691318661548,19,2,258,0,High
189.75744728234378,121.62754716401697,93.6091132511876,14,4,299,0,Low
158.47013668281056,132.77433278056745,71.61179425154855,2,1,145,2,Low
386.38254147562634,251.21960605096555,92.28162106039764,9,3,201,2,High
402.14353871040055,331.20049512794253,72.85198143590688,22,4,113,0,Low
71.14014805763296,119.30391278139058,35.777610171757736,6,0,283,0,Low
279.33130887385363,453.93161030551266,36.921593808263765,16,4,256,2,Low
410.53815545432315,310.4828847314496,79.33541763039514,23,1,275,0,Low
155.87341184718875,112.46606865472431,83.15756763529818,0,2,134,0,Low
430.56321439744005,1120.3003913606442,23.05970172202685,7,0,231,0,Medium
57.15261447264881,50.89900822092523,67.37178165583899,8,5,217,1,High
69.8278814376555,84.01688361858542,49.86703512212312,21,0,153,1,Low
343.97029474885704,240.50584584599844,85.81170911806676,2,1,114,1,Low
438.53050448633326,412.54315147163084,63.77958323952293,10,6,269,0,High
139.4821369020563,154.76317929463488,54.07570620005673,8,6,219,1,High
399.9652226055707,801.34810125733,29.946927332430278,12,2,190,1,Medium
107.81732822631764,169.90824288850317,38.07372487410254,23,0,168,0,Low
53.496169927211675,44.80795922288907,71.63392958082025,5,1,143,1,Low
98.67660745689798,84.09813337864905,70.40104470281867,22,3,56,1,Low
76.23612024859844,197.12775840855227,23.204074615589292,18,4,54,1,High
53.70039925752685,118.81721566847314,27.117484089526094,4,1,146,2,Medium
447.1988051221517,300.49078578813277,89.2936807927532,4,2,287,0,Low
372.9391865015285,228.81853635862467,97.79081514192326,21,3,132,2,Low
80.81830485143071,90.07283808950024,53.83530034068173,7,4,162,2,Low
403.9443248560454,1054.8869920395143,22.975598025437456,13,5,243,0,Medium
319.3775605468077,364.0901957726855,52.63161121968906,16,3,115,0,Low
343.0175214005555,655.7721949311792,31.384452471628855,7,6,229,2,Medium
469.6668659812895,541.1791914143676,52.07149943298657,4,3,142,1,Low
137.42526317050687,241.23030110438447,34.18109479813001,6,5,270,0,Medium
249.3747196221633,159.6325903941114,93.73075473115759,3,4,253,2,Low
404.5261720241112,443.1774779829869,54.767156562000274,8,3,187,2,Medium
442.1663164885596,1101.8053707539966,24.078643736468955,2,2,168,2,Medium
99.79205610690443,138.32390375935395,43.28625207708808,5,0,286,0,Low
295.6471896510652,338.8629920934184,52.348092866315824,6,0,110,1,Low
477.4792213773034,291.40046786791174,98.31402637151677,0,6,273,2,Low
123.38033386519285,75.85154832446376,97.5961624441093,17,4,262,2,High
385.0657842590747,353.2947572377896,65.39566914658195,0,1,206,2,Low
237.885404442133,144.8586767833184,98.53137266936324,14,1,110,0,Low
55.01062234827521,51.436252920617015,64.16947490305091,23,1,126,2,Low
247.89322861891196,173.92079037795335,85.51935444182602,14,0,261,0,Low
281.2097760446014,397.2110167426511,42.47763997343422,14,6,84,1,Low
249.16145139824428,200.18527313594407,74.67925512054254,14,4,254,0,Low
132.0147999425018,84.61408257344529,93.61193498345565,23,6,234,0,Low
392.8734981231901,368.96946468645115,63.88715637328728,10,4,66,0,Low
367.7965382824116,813.3346682032279,27.13248698189097,14,4,62,2,Medium
171.45653812359137,103.25135289928606,99.63445512864186,10,6,193,2,Low
155.2275877552866,135.5073984865108,68.73171036668033,1,4,194,1,Low
421.99192317735907,982.9431810174675,25.758879943022464,19,4,163,2,High
483.8112163065985,291.93861264378154,99.43416773654467,9,2,103,2,Low
348.6457653865827,303.12021035637736,69.01138627015621,14,6,79,1,Low
193.9000412376227,121.4158080252484,95.81950376542463,14,3,190,1,Low
60.72199193191115,43.71527642824844,83.34202168193055,10,6,157,0,Low
367.39977531723036,281.4633675573309,78.31920263848798,16,6,235,1,Low
111.89539811618063,78.50385929876913,85.52094058738973,3,5,253,2,Low
387.56656009497266,314.5737170507084,73.92223935208764,9,5,74,0,Low
101.98658459334433,63.853632357460214,95.83158936589041,8,0,155,2,Low
302.6959002603929,221.1946659050782,82.10755870314418,21,2,260,0,Low
267.86111424940395,372.74201934993846,43.117400294694974,16,4,133,2,Low
454.0384163329112,677.7626735086287,40.19446045759238,19,6,91,1,Medium
223.4291764298223,355.05799155578677,37.756509935315805,1,6,188,0,Low
403.7401183394593,496.51776532183925,48.78860091675767,6,3,72,2,Low
211.37303018167933,215.29887940376872,58.905935070457964,5,0,296,0,Low
136.70249817375463,83.67492568009112,98.02398775690608,14,3,117,1,Low
419.22799917503994,732.209877011402,34.353101126100626,7,0,178,2,Medium
262.5433774800405,388.1537333279754,40.58341140697485,11,3,148,0,Low
324.63030404931385,510.19859630504106,38.176934205662334,17,4,248,1,High
179.59764218681696,186.23283197724,57.86229214688612,5,5,291,2,Low
302.5571626666579,599.6435519202846,30.273701271139082,12,6,126,0,Medium
199.56041680208781,127.80530554406516,93.6864471874132,22,3,204,0,Low
404.97728634220255,432.53022759132773,56.17789377599408,3,1,74,0,Low
222.79388106352678,378.2715507193576,35.33872118691038,13,5,278,2,Low
307.03954537012936,217.48519145033305,84.70633149482671,5,5,103,0,Low
306.527773804589,186.89782763710573,98.40492348571287,11,1,73,1,Low
483.95796292671776,527.9868044306685,54.9965975132927,11,3,113,1,Low
463.9587664275293,989.3963904717916,28.135867740913724,11,6,214,0,Medium
447.708723590611,432.5262200450018,62.106115584488194,17,1,137,0,Low
206.9019451212882,208.1044720650953,59.653291368933886,4,4,230,2,Low
69.75867830158114,132.42487283311806,31.606756408741017,9,6,217,0,High
426.81931851958865,1201.7819734478082,21.309322054236564,4,1,255,0,Medium
373.30298985600257,265.13424958065235,84.47863460411497,5,1,198,1,Low
446.70236874085583,698.4018961971066,38.376387965715246,2,5,242,1,Low
176.1659775969291,127.58312615033203,82.84762236787563,2,5,169,0,Low
456.47130263332133,790.1126560989203,34.663763384357594,4,0,136,2,Medium
420.6204418332674,273.69995888614494,92.20763719768898,19,1,203,2,High
53.48434993061603,132.44351925192748,24.22965664128001,23,3,74,0,Medium
316.3016602600183,528.7262004969618,35.894002600520174,13,5,104,1,Low
179.4110842347717,107.743157715673,99.91042848858703,14,2,173,1,Low
393.09864413864614,339.45340686082614,69.48205017718044,20,6,241,1,High
117.3546466824298,79.38298250142701,88.70010396521965,14,3,171,0,Low
241.81645787395757,163.916565017197,88.51446753362158,3,3,158,0,Low
111.38645923690453,240.13981589615247,27.830401756884786,9,2,230,0,High
420.1666756522548,361.6011332875451,69.71770334328102,0,2,228,0,Low
63.05133464706298,68.0368143336857,55.60342758362715,16,5,77,0,Low
82.40961619668957,76.25586865493909,64.84192048451754,10,0,159,0,Low
125.99810995814362,104.75190497553793,72.16944263929167,16,2,73,2,Low
326.29579043824674,387.96823614021287,50.46224304615326,1,5,237,2,Low
378.5548903102549,634.1677481705999,35.81590751679965,20,1,99,1,High
409.5421210841806,288.9801545281972,85.0318849928263,20,5,174,1,Low
301.6983425704273,417.8503644525987,43.32149040468082,10,2,205,1,High
318.8844389912292,660.5222134685472,28.966575157255985,15,0,172,0,Medium
136.43862966675022,89.5041743304293,91.46297188087527,6,3,259,1,Low
421.4256155234858,280.5084568113077,90.14179899901632,15,0,77,2,Low
66.0940848630589,58.21659156093868,68.1188126177477,13,6,283,0,Low
467.1758611414555,1177.4205928232604,23.80674487888367,19,6,241,0,High
135.5116316683274,89.93745038846225,90.40391811176696,13,0,89,1,Low
487.1103624713916,469.40415213923427,62.26323652035852,3,5,178,0,Low
167.30768707870828,171.29455996912708,58.60350279969053,7,0,154,0,Low
138.67578445481269,113.98456128530961,72.9971407834959,3,4,184,0,Low
66.25879844871564,76.297485068535,52.1056218740615,20,2,120,1,Medium
105.8150354982221,138.2886197907746,45.9105177237214,11,1,197,1,Low
211.0311799010445,235.770036489219,53.70432554792286,17,1,50,1,Medium
343.6090070461818,312.13514936785936,66.05004423412045,15,4,62,2,Low
185.7092779165588,173.92002399831742,64.06712935539456,2,1,94,1,Low
296.622015805103,472.3781369809929,37.676004783054324,18,0,61,1,High
415.560612625156,267.60840694207775,93.17209815051176,11,2,73,1,Low
347.1000978639004,308.52629228747054,67.50155948598803,10,6,295,0,High
336.76157374057817,555.8125778438506,36.35343140815222,0,6,107,0,Low
353.59857852233387,573.6996608705892,36.98087371909003,3,5,71,1,Low
61.010701639664504,52.48994019394088,69.73987939125966,19,1,57,2,Low
356.144916181281,443.688943032048,48.161432252174436,20,0,162,2,Medium
167.56296644579987,240.6800135671995,41.77238416159931,9,0,126,2,Medium
75.99647132595786,93.81174092208721,48.60573138008897,19,1,246,0,High
324.31979723664443,360.36276564630754,53.99888581523892,3,2,226,1,Low
458.8892702342105,524.181839330012,52.52634515008121,19,0,207,0,High
247.4273321040286,253.39490993367974,58.586969762444,20,5,68,0,Medium
329.90424847690963,226.20827103850698,87.50455859876601,16,5,258,1,Low
268.8241706376242,315.429614684886,51.13486333352295,16,3,255,0,Low
112.95365847375292,214.77314104956156,31.55524697038932,4,4,125,1,Medium
62.75246494334009,45.54813955705293,82.66304470864802,2,0,139,0,Low
451.900548260656,1024.8216255799355,26.457319224012103,4,1,257,2,Medium
268.5338064421163,578.249191505183,27.86346893903536,19,2,191,0,High
179.16280641067684,198.21653918468,54.23244916321015,16,5,86,0,Low
114.4868984568029,77.47494885005965,88.66367786447252,8,1,114,0,Low
133.45045146377055,200.46379081747057,39.942510590937175,9,4,255,1,High
384.35497760150105,350.42421292128734,65.80966099300369,2,3,112,1,Low
446.63304362523456,455.5606052179419,58.824187848055516,1,5,239,1,Low
469.74445140587983,969.1184383984152,29.08278902517977,1,3,130,1,Medium
246.99953715477682,227.49999491887286,65.14273652872588,4,0,134,1,Low
485.14522865305855,357.20148159464105,81.49102178757654,18,4,88,2,Low
190.1318553383782,274.56870639195256,41.548476045254986,19,5,152,2,Medium
344.74937299048173,434.0475402406595,47.65598341591808,21,6,153,1,Low
367.0203096969633,311.3273341713369,70.73332844490477,21,1,242,0,Low
173.5972496055316,181.6399285754147,57.343311341412296,10,1,263,0,High
376.2878960193676,972.8545937810754,23.207243821929975,11,0,53,0,Medium
347.8436983110339,225.21133373334712,92.67127702983677,10,1,293,2,High
161.03361431146803,405.0861558841749,23.851757751629297,15,1,75,1,Medium
425.4551458304153,404.00149706909747,63.18617365286375,21,5,165,1,Low
452.75430262035934,625.4654044732899,43.43207148299061,22,3,277,2,Low
263.05559761192563,230.97712924071647,68.33289472684841,17,6,117,0,Low
454.47937440136707,669.5468798535592,40.72718921496004,10,1,106,2,Medium
193.91966537028853,428.3212876665617,27.164608104360745,9,3,132,0,High
392.8032538929681,420.5096814357363,56.04673631558197,18,1,212,2,High
119.24076099842489,210.0070761328367,34.067640917871074,13,6,198,1,Medium
210.95284053905607,132.3175975668471,95.65749881416141,22,3,56,1,Low
432.9335207470259,350.94686009210005,74.01693589167486,18,3,279,0,High
350.8038473513667,598.7956815109195,35.15093961261003,18,1,62,0,High
375.7891595793751,389.18252735379696,57.93515379035818,8,6,111,2,Medium
393.42774287513237,660.8422601316021,35.720573571985305,20,1,88,1,High
62.13152191988625,120.49676951852956,30.937686795162698,3,1,223,1,Medium
407.4282018661276,401.7115097062863,60.853850390896866,11,1,114,0,Low
326.4636323284316,676.0413123610041,28.9742913362757,15,1,86,0,Medium
272.1422603926735,232.1014073043039,70.350868670746,9,0,137,2,Low
347.2485117859274,254.78206907224293,81.77542000119305,12,6,214,2,Low
479.8936692123358,396.23323247027645,72.6683624521578,13,3,147,0,Low
71.7569633652065,145.43104908246323,29.60452963157204,13,5,139,0,Medium
387.02673330523777,407.68988209613224,56.958990198433895,7,6,85,2,Low
173.62705433249346,493.4160851333927,21.11326236381867,8,0,203,0,High
346.7547113228563,412.21611948369457,50.47178335827874,8,2,225,0,High
158.4880352620164,322.96279776756234,29.443893171141198,12,0,182,1,Medium
245.6919839162834,195.81287300260396,75.28370739333857,18,1,96,0,Low
440.77417097186355,344.4152398589383,76.78652741714754,6,1,198,2,Low
78.21697151109711,142.49635275539848,32.93430463249546,14,0,115,0,Medium
484.671511070247,509.01148043623937,57.13091311671805,21,2,124,1,Low
412.0393031139472,423.47754609761074,58.379383782341975,9,0,292,2,High
106.82026753745293,181.3275086900384,35.346076822811824,18,6,75,1,High
475.1419714612279,1379.1157957683972,20.671591446597624,8,2,86,0,High
473.8149281907168,434.30402767052726,65.45851265512509,13,3,267,0,Low
313.87909172372736,233.98117454771545,80.48829372631047,11,1,190,0,Low
323.3086507416173,471.1680445906767,41.17112624084968,9,0,168,1,Medium
341.224419112305,374.95908905778134,54.60186389449898,20,2,201,1,High
176.83941811346142,119.78222554139778,88.58046374451985,22,4,199,0,Low
459.9244338250533,549.4552576018291,50.22331781835577,13,6,191,0,Low
398.22966282108507,245.93928953871324,97.15316253080414,3,2,281,0,Low
327.88386676507207,667.4138541676002,29.4765112876486,8,3,208,2,High
348.8465999202678,633.44796855274,33.04264443855959,19,3,56,1,High
231.89826731689072,295.26557833888836,47.1233257777305,12,5,133,0,Low
124.49978784008212,103.84029501549148,71.93726933547822,8,4,97,0,Low
325.8518998073999,255.41794862125178,76.54557596277424,6,6,70,0,Low
358.6059011960359,497.42240836390005,43.25569920046988,19,1,90,2,Medium
302.77163212316395,240.15137455017052,75.64519654079548,15,6,126,1,Low
307.9090819377257,451.24431332166057,40.9413357040897,7,0,189,0,Low
399.9126034093222,349.01433176488285,68.75005987067502,9,2,292,2,High
145.35464540670986,318.2509133642798,27.40378223021766,13,1,103,0,Medium
171.949912158978,212.4560150997228,48.56061488631461,10,2,276,2,High
414.67360979034555,999.8727639197257,24.883582676943732,3,3,290,2,Medium
309.45185414167196,321.71164386067875,57.71351955337071,10,3,187,1,Medium
311.11585322495625,232.22271633194882,80.38382931846365,1,6,199,1,Low
293.31497758477246,199.72722077563296,88.1146725355798,8,4,218,0,High
300.25419449552595,412.29024738727304,43.695556186196775,5,3,220,2,Low
158.67895692566265,131.72712665627452,72.27620959487665,23,6,98,2,Low
406.5110355466172,384.2105739471892,63.48253740707718,17,5,290,2,High
